Name,Year_of_Release,Genre,Platform_Name,Publisher_Name
Kid Fit Island Resort,2010,Sports,Wii,Avanquest
Dream C Club Portable,2010,Simulation,PSP,D3Publisher
Sled Shred featuring the Jamaican Bobsled Team,2010,Sports,Wii,SouthPeak Games
Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,2010,Role-Playing,PSP,Atlus
Minna to Kimi no Piramekino!,2010,Misc,DS,Namco Bandai Games
Virtual Villagers: A New Home,2010,Simulation,DS,PQube
Learn Science,2010,Misc,DS,DreamCatcher Interactive
Hakuouki: Reimeiroku,2010,Adventure,PS2,Idea Factory
Shin Sangoku Musou 5 Empires,2010,Action,PSP,Tecmo Koei
Samantha Swift and the Hidden Roses of Athena,2010,Adventure,DS,Unknown
Animal Planet: Vet Collection,2010,Simulation,DS,Activision
Imagine Animal Doctor Care Center,2010,Simulation,DS,Ubisoft
TrackMania Turbo: Build to Race,2010,Racing,DS,Ubisoft
Metal Fight Beyblade: Bakugami Susanoh Shuurai!,2010,Action,DS,Hudson Soft
DoDonPachi Resurrection,2010,Shooter,X360,Rising Star Games
Sushi Go-Round,2010,Simulation,Wii,Asylum Entertainment
MorphX,2010,Shooter,X360,505 Games
TV Anime: Fairy Tale Gekitou! Madoushi Kessen,2010,Fighting,DS,Hudson Soft
RPG Tsukuru DS,2010,Role-Playing,DS,Enterbrain
TNA iMPACT: Cross the Line,2010,Fighting,PSP,SouthPeak Games
Trick x Logic: Season 1,2010,Adventure,PSP,Sony Computer Entertainment
Hakuoki: Stories of the Shinsengumi,2010,Adventure,PS3,Idea Factory
Starry ? Sky: In Spring,2010,Misc,PSP,Asgard
Pet Pals: New Leash on Life,2010,Simulation,DS,Destineer
Sam & Max: Beyond Time and Space,2010,Adventure,Wii,Atari
Marriage Royale: Prism Story,2010,Adventure,PSP,ASCII Media Works
Singularity,2010,Shooter,PC,Mastertronic
Odoru Daisousasen The Game: Sensuikan ni Sennyuu Seyo!,2010,Adventure,DS,Namco Bandai Games
Corpse Party: Blood Covered - Repeated Fear,2010,Adventure,PSP,5pb
Durarara!! 3-way Standoff,2010,Adventure,PSP,ASCII Media Works
Fushigi no Dungeon: Fuurai no Shiren 3 Portable,2010,Role-Playing,PSP,Spike
White Album: Tsuzurareru Fuyu no Omoide,2010,Adventure,PS3,Aqua Plus
Winter Sports 3: The Great Tournament,2010,Sports,Wii,Tradewest
J-League Winning Eleven 2010: Club Championship,2010,Sports,PS2,Konami Digital Entertainment
Worms Reloaded,2010,Strategy,PC,Team17 Software
Ship Simulator Extremes,2010,Simulation,PC,Paradox Interactive
Rock of the Dead,2010,Shooter,PS3,Conspiracy Entertainment
Gummy Bears Mini Golf,2010,Sports,DS,Storm City Games
Forza Motorsport 3: Ultimate Edition,2010,Racing,X360,Microsoft Game Studios
Galaxy Racers,2010,Racing,DS,Ubisoft
River City Soccer Hooligans,2010,Sports,DS,Arc System Works
Cheer We Go!,2010,Misc,DS,Natsume
World Championship Spelling,2010,Misc,DS,505 Games
Honda ATV Fever,2010,Racing,Wii,Storm City Games
Casual Mania!,2010,Puzzle,DS,Foreign Media Games
The Kore Gang,2010,Platform,Wii,Flashpoint Games
Saki Portable,2010,Adventure,PSP,Alchemist
Playmobil Top Agents,2010,Action,DS,JoWood Productions
Sherlock Holmes: Secret of The Silver Earring,2010,Adventure,Wii,Focus Home Interactive
Shukufuku no Campanella Portable,2010,Adventure,PSP,Kadokawa Shoten
Paws & Claws: Regal Resort,2010,Simulation,DS,THQ
Battle Spirits: Digital Starter,2010,Role-Playing,DS,Namco Bandai Games
Winning Post World 2010,2010,Sports,PS3,Tecmo Koei
Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!,2010,Action,DS,Namco Bandai Games
Harley-Davidson: Road Trip,2010,Racing,Wii,Destineer
North American Hunting Extravaganza 2,2010,Sports,Wii,Unknown
City Builder,2010,Misc,Wii,Virtual Play Games
Deal or No Deal: Special Edition,2010,Misc,DS,Zoo Games
Patrician IV,2010,Strategy,PC,Kalypso Media
Zac to Ombra: Maboroshi no Yuuenchi,2010,Adventure,DS,Konami Digital Entertainment
Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,2010,Fighting,Wii,Namco Bandai Games
All Points Bulletin,2010,Role-Playing,PC,Electronic Arts
Blue Roses: Yousei to Aoi Hitomi no Senshitachi,2010,Adventure,PSP,Nippon Ichi Software
Harukanaru Toki no Naka de 4: Aizouban,2010,Role-Playing,PSP,Tecmo Koei
Kevin Van Dam: Big Bass Challenge,2010,Sports,Wii,Zoo Games
The Treasures of Montezuma,2010,Puzzle,DS,Foreign Media Games
Heathcliff! Frantic Foto,2010,Misc,DS,Storm City Games
Da Capo I & II Plus Situation Portable,2010,Adventure,PSP,Kadokawa Shoten
Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 5: Shinseiki Evangelion - Tamashii no Kiseki,2010,Misc,DS,D3Publisher
Monster Hunter Frontier Online: Season 9.0,2010,Role-Playing,X360,Capcom
San Goku Shi DS 3,2010,Strategy,DS,Tecmo Koei
Trick x Logic: Season 2,2010,Adventure,PSP,Sony Computer Entertainment
Jane's Hotel,2010,Simulation,DS,Unknown
Espgaluda II Black Label,2010,Shooter,X360,Cave
Petz: Catz Playground,2010,Simulation,DS,Ubisoft
Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice,2010,Role-Playing,DS,ChunSoft
Sins of a Solar Empire: Trinity,2010,Strategy,PC,Kalypso Media
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Shu-Hen,2010,Adventure,PSP,Yeti
Marines: Modern Urban Combat,2010,Shooter,Wii,O-Games
Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin,2010,Misc,PS3,Unknown
Maximum Racing: Drag & Stock Racer,2010,Racing,Wii,Nordic Games
Yumeiro Patissiere: My Sweets Cooking,2010,Simulation,DS,Konami Digital Entertainment
Maximum Racing: GP Classic Racing,2010,Racing,Wii,Nordic Games
House M.D.,2010,Adventure,DS,Mindscape
Best Friends Tonight,2010,Misc,DS,Ubisoft
Sea Park Tycoon,2010,Simulation,DS,Foreign Media Games
Foto Showdown,2010,Role-Playing,DS,Unknown
Sekai no Hate Made Itte Q! Chinjuu Hunter Mono no Daibouken,2010,Misc,DS,Kamui
East India Company Collection,2010,Misc,PC,Paradox Interactive
Classic Dungeon: Fuyoku no Masoujin,2010,Role-Playing,PSP,Nippon Ichi Software
River City Super Sports Challenge,2010,Sports,DS,Arc System Works
Gokujou!! Mecha Mote Iinchou: MM My Best Friend!,2010,Simulation,DS,Konami Digital Entertainment
SingStar Fussballhits,2010,Misc,PS3,Sony Computer Entertainment
thinkSMART FAMILY!,2010,Misc,Wii,Conspiracy Entertainment
Last Escort: Club Katze,2010,Adventure,PSP,D3Publisher
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen,2010,Adventure,PSP,Yeti
Jikandia: The Timeless Land,2010,Role-Playing,PSP,Idea Factory
Boot Camp Academy,2010,Action,Wii,Zoo Games
StormLover,2010,Adventure,PSP,D3Publisher
Shin Sangoku Musou Online: Kamishou Ranbu,2010,Action,PS3,Tecmo Koei
Keshisasu-Kun: Battle Kas-tival,2010,Action,DS,Konami Digital Entertainment
Dennou Senki Virtual-On Force,2010,Fighting,X360,Sega
Nettou! Powerful Koushien,2010,Sports,DS,Konami Digital Entertainment
Judie no Atelier: Guramnat no Renkinjutsu - Toraware no Morito,2010,Role-Playing,PSP,Gust
Senko no Ronde DUO,2010,Fighting,X360,G.Rev
Katekyoo Hitman Reborn! Kizuna no Tag Battle,2010,Fighting,PSP,Marvelous Interactive
Hudson x GReeeeN Live!? DeeeeS!?,2010,Misc,DS,Hudson Soft
DJ Max Portable 3,2010,Misc,PSP,CyberFront
S.Y.K Renshouden,2010,Adventure,PS2,Idea Factory
Armored Core: Last Raven Portable,2010,Simulation,PSP,From Software
Commander: Conquest of the Americas,2010,Strategy,PC,Paradox Interactive
MapleStory DS,2010,Role-Playing,DS,Nexon
Heathcliff! The Fast and the Furriest,2010,Racing,Wii,Storm City Games
Winx Club: Rockstars,2010,Adventure,DS,Namco Bandai Games
Rugby League Live,2010,Sports,PS3,Home Entertainment Suppliers
Girls Only,2010,Simulation,DS,Foreign Media Games
Blaze Union: Story to Reach the Future,2010,Role-Playing,PSP,Sting
Higurashi no Naku Koro ni Kizuna: Dai-Yon-Kan - Kizuna,2010,Adventure,DS,Alchemist
101-in-1 Sports Party Megamix,2010,Sports,Wii,Nordcurrent
DeathSmiles II,2010,Shooter,X360,Cave
Hyakumanton no Bara Bara,2010,Strategy,PSP,Sony Computer Entertainment
1000 Cooking Recipes from ELLE ? table,2010,Misc,DS,Nintendo
Sokukoku no Kusabi: Hiiro no Kakera 3 Portable,2010,Adventure,PSP,Idea Factory
The King of Fighters Portable '94~'98: Chapter of Orochi,2010,Fighting,PSP,SNK Playmore
Age of Conan: Rise of the Godslayer,2010,Role-Playing,PC,Funcom
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen,2010,Adventure,PSP,Yeti
Divinity II: Flames of Vengeance,2010,Role-Playing,PC,DTP Entertainment
Clannad: Mitsumi Mamoru Sakamichi de - Gekan,2010,Adventure,PSP,Prototype
Sengoku Efuda Yuugi: Hototogisu Tairan,2010,Strategy,PSP,Irem Software Engineering
Imagine: Sweet 16,2010,Simulation,DS,Ubisoft
Starry ? Sky: In Autumn,2010,Misc,PSP,Asgard
Tenkaichi * Sengoku Lovers,2010,Adventure,DS,Rocket Company
Otometeki Koi Kakumei * Love Revo! Portable,2010,Adventure,PSP,Idea Factory
Clover no Kuni no Alice: Wonderful Wonder World,2010,Adventure,PS2,Prototype
Ken to Mahou to Gakuen Mono. 2G,2010,Role-Playing,PS3,Acquire
Strike Witches 2: Iyasu Naosu Punipunisuru,2010,Action,DS,Kadokawa Shoten
Lilpri DS: Hime-Chen! Apple Pink,2010,Adventure,DS,Sega
Star Trek Online,2010,Role-Playing,PC,Atari
Carnage Heart EXA,2010,Strategy,PSP,ArtDink
Fishdom 2 Deluxe,2010,Puzzle,PC,Rondomedia
Clannad: Mitsumi Mamoru Sakamichi de - Joukan,2010,Adventure,PSP,Prototype
Cities XL 2011,2010,Simulation,PC,Focus Home Interactive
Vitamin Z Revolution,2010,Adventure,PSP,D3Publisher
Pe-Jongju to Manabu Kankokugo DS: Test-Hen,2010,Misc,DS,D3Publisher
Kingdom: Ikkitousen no Ken,2010,Action,PSP,Konami Digital Entertainment
Princess Saver! Eternal Love for My Lady,2010,Adventure,PS2,Comfort
Twinkle * Crusaders GoGo!,2010,Adventure,PSP,ASCII Media Works
Hisshou Pachinko * Pachi-Slot Kouryaku Series Portable Vol. 2: CR Evangelion - Hajimari no Fukuin,2010,Misc,PSP,D3Publisher
Dream Chronicles,2010,Adventure,DS,Zoo Games
PachiPara 15: Super Umi Monogatari in Okinawa 2,2010,Misc,PS3,Irem Software Engineering
Let's Play Flight Attendant,2010,Simulation,DS,Deep Silver
Tale of a Hero,2010,Adventure,PC,Daedalic
Otome wa Oanesama Boku ni Koi Shiteru Portable,2010,Adventure,PSP,Alchemist
Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,2010,Adventure,PS3,Alchemist
Triple Crown Championship Snowboarding,2010,Sports,Wii,Destineer
Mind over Matter,2010,Puzzle,DS,505 Games
Dragon's Lair,2010,Platform,DS,Destineer
"Renai Banchou: Inochi Meishi, Koiseyo Otome! Love is Power!!!",2010,Adventure,PSP,Idea Factory
Ore no Yome: Anata Dake no Hanayome,2010,Adventure,X360,Idea Factory
Tsuyo Kiss 2 Portable,2010,Adventure,PSP,NetRevo
T.A.C. Heroes : Big Red One,2010,Strategy,DS,Storm City Games
Nisenochigiri,2010,Adventure,PSP,Idea Factory
Livly Garden,2010,Simulation,DS,Marvelous Interactive
Jinguuji Saburou DS: Akai Chou,2010,Adventure,DS,Arc System Works
Kawaii Koinu DS 3,2010,Simulation,DS,MTO
Uta no * Prince-Sama,2010,Adventure,PSP,Broccoli
Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days,2010,Action,PS2,Russel
Maximum Racing: Crash Car Racer,2010,Racing,Wii,Nordic Games
Pastel Chime Continue,2010,Adventure,PSP,5pb
Mount & Blade: Warband,2010,Role-Playing,PC,Paradox Interactive
Hana to Otome ni Shukufuku o: Harekaze no Okurimono,2010,Adventure,PS2,Alchemist
Kazoku Keikaku,2010,Adventure,PSP,CyberFront
Zettai Meikyuu Grimm: Nanatsu no Kagi to Rakuen no Otome,2010,Misc,PSP,Karin Entertainment
Seitokai no Ichizon: DS-suru Seitokai,2010,Adventure,DS,Kadokawa Shoten
Winter Blast: 9 Snow & Ice Games,2010,Sports,Wii,Destineer
Wild West Shootout,2010,Shooter,Wii,Unknown
Miyako,2010,Adventure,PSP,Idea Factory
Motto NUGA-CEL!,2010,Adventure,PSP,Idea Factory
Blood Bowl: Legendary Edition,2010,Sports,PC,Focus Home Interactive
Tantei Opera: Milky Holmes,2010,Adventure,PSP,Unknown
Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses,2010,Action,PSP,Takara Tomy
Densha de Go! Tokubetsu-hen: Fukkatsu Shouwa no Yamatesen,2010,Simulation,DS,Square Enix
Summon Night Granthese: Horobi no Ken to Yakusoku no Kishi,2010,Role-Playing,PS2,Namco Bandai Games
SD Gundam Sangokuden Brave Battle Warriors: Shin Mirisha Taisen,2010,Action,DS,Namco Bandai Games
Ketsui: Kizuna Jigoku Tachi Extra,2010,Shooter,X360,5pb
Koisuru Otome to Shugo no Tate Portable,2010,Adventure,PSP,Alchemist
Nodame Cantabile: Tanoshii Ongaku no Jikan Desu,2010,Misc,DS,Namco Bandai Games
Canada Hunt,2010,Sports,Wii,Virtual Play Games
Bejeweled Blitz,2010,Puzzle,PC,Mastertronic
Tegami Bachi: Kokoro Tsumugu Mono e,2010,Role-Playing,PSP,Konami Digital Entertainment
Pirates PlundArrr,2010,Action,Wii,Majesco Entertainment
Mechanic Master 2,2010,Puzzle,DS,Crave Entertainment
GA - Geijutsuka Art Design Class: Slapstick Wonder Land,2010,Adventure,PSP,Russel
Ginga Tetsudou 999 DS,2010,Adventure,DS,Culture Brain
Marvel Superheroes 3D: Grandmaster's Challenge,2010,Action,Wii,Neko Entertainment
Suzunone Seven: Rebirth Knot,2010,Adventure,PS2,Alchemist
Vitamin X Evolution Plus,2010,Adventure,PSP,D3Publisher
Disciples III: Renaissance,2010,Strategy,PC,Kalypso Media
Memories Off: Yubikiri no Kioku,2010,Adventure,X360,5pb
Elven Legacy Collection,2010,Strategy,PC,Paradox Interactive
Cross + Channel,2010,Adventure,PSP,CyberFront
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Machiteba Tengoku! Makereba Jigoku! Ryoutsuryuu Ikkakusenkin Daisakusen!,2010,Misc,DS,Namco Bandai Games
Metal Fight Beyblade: Choujou Kessen! Big Bang Bladers,2010,Action,DS,Hudson Soft
Moujuutsukai to Oujisama,2010,Adventure,PS2,Idea Factory
Yoake Yori Ruriiro na Portable,2010,Adventure,PSP,Kadokawa Shoten
Achtung Panzer: Kharkov 1943,2010,Strategy,PC,Mamba Games
Command & Conquer 4: Tiberian Twilight,2010,Strategy,PC,Electronic Arts
I Love Horses: Rider's Paradise,2010,Simulation,Wii,Destineer
Battle Spirits: Hero's Soul,2010,Role-Playing,PSP,Namco Bandai Games
Pachi-Slot Higrashi no Naku Koro ni Matsuri,2010,Misc,PS2,Alchemist
Otona no Renai Shousetsu: Harlequin Selection,2010,Misc,DS,Nintendo
W.L.O. Sekai Renai Kikousen,2010,Adventure,X360,5pb
Poupee Girl DS 2: Elegant Mint / Sweet Pink Style,2010,Misc,DS,Alvion
Shin Sangoku Musou Online: Souten Ranbu,2010,Action,PS3,Tecmo Koei
Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Misao + Maguro Densetsu Portable,2010,Misc,PSP,Paon
GTI Club: Supermini Festa!,2010,Racing,Wii,Konami Digital Entertainment
Shin Hisui no Shizuku: Hiiro no Kakera 2 Portable,2010,Adventure,PSP,Idea Factory
Magic Encyclopedia: Moonlight,2010,Misc,DS,Foreign Media Games
Elminage II DS Remix: Sousei no Megami to Unmai no Daichi,2010,Role-Playing,DS,Starfish
Narcissus: Moshimo Ashita ga Runara,2010,Adventure,PSP,Kadokawa Shoten
"Sharin no Kuni, Himawari no Shoujo",2010,Adventure,X360,5pb
So-Ra-No-Wo-To: Otome no Gojuusou,2010,Adventure,PSP,Compile Heart
Scared Rider Xechs,2010,Adventure,PS2,RED Entertainment
Misshitsu no Sacrifice,2010,Adventure,PSP,D3Publisher
Sora no Otoshimono: DokiDoki Summer Vacation,2010,Adventure,PSP,Kadokawa Shoten
Wand of Fortune: Mirai e no Prologue Portable,2010,Adventure,PSP,Idea Factory
Secret Game Portable,2010,Adventure,PSP,Yeti
Rise of Flight: Iron Cross Edition,2010,Simulation,PC,Aerosoft
Wand of Fortune Portable,2010,Adventure,PSP,Idea Factory
Himawari: Pebble in the Sky Portable,2010,Adventure,PSP,Kadokawa Shoten
Pachitte Chonmage Tatsujin 16: Pachinko Hissatsu Shigotojin III,2010,Misc,PS2,Hackberry
Sakura Sakura: Haru Urara,2010,Adventure,PSP,GN Software
Datenshi no Amai Yuuwaku x Kaikan Phrase,2010,Adventure,DS,FuRyu
Kana: Imouto,2010,Adventure,PSP,CyberFront
Tears to Tiara: Kakan no Daichi Portable,2010,Adventure,PSP,Aqua Plus
Games Around the World,2010,Misc,DS,Zoo Games
Pet Shop Monogatari DS 2,2010,Simulation,DS,Taito
Minna no Conveni,2010,Simulation,DS,Taito
King of Fighters 2002: Unlimited Match Tougeki Ver.,2010,Fighting,PS2,SNK Playmore
Monkey Madness: Island Escape,2010,Action,DS,Storm City Games
Densetsu no Yuusha no Densetsu: Legendary Saga,2010,Role-Playing,PSP,Kadokawa Shoten
Hiiro no Kakera: Shin Tamayori Hime Denshou Portable,2010,Adventure,PSP,Idea Factory
No Fate! Only the Power of Will,2010,Adventure,X360,Alchemist
"Hanayaka Kana, Ware ga Ichizoku",2010,Adventure,PSP,Idea Factory
Sengoku Hime 2 Arashi: Hyakubana Senran Tatsukaze no Gotoku,2010,Strategy,PSP,System Soft
The Ultimate Battle of the Sexes,2010,Misc,Wii,DTP Entertainment
ef - a fairy tale of the two.,2010,Adventure,PS2,Comfort
FairlyLife: MiracleDays,2010,Adventure,PSP,Piacci
Moe Moe 2-Ji Daisenryaku 2,2010,Strategy,PSP,System Soft
Wedding Planner: Dream Weddings Guaranteed,2010,Simulation,DS,DTP Entertainment
The Eye of Judgment: Legends,2010,Strategy,PSP,Sony Computer Entertainment
Ishin Renka: Ryouma Gaiden,2010,Adventure,PSP,D3Publisher
Tropico 3: Gold Edition,2010,Strategy,PC,Kalypso Media
Survivor,2010,Adventure,Wii,Valcon Games
S.Y.K: Shinsetsu Saiyuuki Portable,2010,Adventure,PSP,Idea Factory
Akatsuki no Amaneka to Aoi Kyojin,2010,Strategy,PSP,CyberFront
Wand of Fortune: Mirai e no Prologue,2010,Adventure,PS2,Idea Factory
Tenjin Ranman: Happy GO Lucky!!,2010,Adventure,PSP,Russel
The Cages: Pro Style Batting Practice,2010,Sports,Wii,Konami Digital Entertainment
Ishin no Arashi: Shippuu Ryuumeden,2010,Strategy,DS,Tecmo Koei
Slotter Mania P: Tetsuya Shinjuku vs Ueno,2010,Misc,PSP,Dorart
Know How 2,2010,Puzzle,DS,7G//AMES
Call of Duty: Modern Warfare 3,2011,Shooter,X360,Activision
Mario Kart 7,2011,Racing,3DS,Nintendo
Super Mario 3D Land,2011,Platform,3DS,Nintendo
Just Dance 3,2011,Misc,Wii,Ubisoft
The Elder Scrolls V: Skyrim,2011,Role-Playing,X360,Bethesda Softworks
Battlefield 3,2011,Shooter,X360,Electronic Arts
Uncharted 3: Drake's Deception,2011,Action,PS3,Sony Computer Entertainment
FIFA 12,2011,Sports,PS3,Electronic Arts
Gears of War 3,2011,Shooter,X360,Microsoft Game Studios
Batman: Arkham City,2011,Action,PS3,Warner Bros. Interactive Entertainment
Forza Motorsport 4,2011,Racing,X360,Microsoft Game Studios
Assassin's Creed: Revelations,2011,Action,PS3,Ubisoft
The Legend of Zelda: Skyward Sword,2011,Action,Wii,Nintendo
Nintendogs + cats,2011,Simulation,3DS,Nintendo
Mario & Sonic at the London 2012 Olympic Games,2011,Sports,Wii,Sega
LittleBigPlanet 2,2011,Platform,PS3,Sony Computer Entertainment
L.A. Noire,2011,Adventure,PS3,Take-Two Interactive
Star Wars: The Old Republic,2011,Role-Playing,PC,Electronic Arts
Zumba Fitness 2,2011,Sports,Wii,Majesco Entertainment
Mortal Kombat,2011,Fighting,PS3,Warner Bros. Interactive Entertainment
Skylanders: Spyro's Adventure,2011,Action,Wii,Activision
Killzone 3,2011,Shooter,PS3,Sony Computer Entertainment
Monster Hunter Tri,2011,Role-Playing,3DS,Nintendo
Saints Row: The Third,2011,Action,X360,THQ
Madden NFL 12,2011,Sports,X360,Electronic Arts
Final Fantasy XIII-2,2011,Role-Playing,PS3,Square Enix
NBA 2K12,2011,Sports,X360,Take-Two Interactive
Halo: Combat Evolved Anniversary,2011,Shooter,X360,Microsoft Game Studios
Dead Island,2011,Action,X360,Deep Silver
Kinect: Disneyland Adventures,2011,Misc,X360,Microsoft Game Studios
Kinect Sports: Season Two,2011,Sports,X360,Microsoft Game Studios
Pro Evolution Soccer 2012,2011,Action,PS3,Konami Digital Entertainment
Portal 2,2011,Shooter,X360,Valve Software
Dark Souls,2011,Role-Playing,PS3,Namco Bandai Games
Dance Central 2,2011,Misc,X360,Microsoft Game Studios
Need for Speed: The Run,2011,Action,PS3,Electronic Arts
LEGO Star Wars III: The Clone Wars,2011,Action,Wii,LucasArts
inFAMOUS 2,2011,Action,PS3,Sony Computer Entertainment
Professor Layton and the Mask of Miracle,2011,Puzzle,3DS,Nintendo
Uncharted: Golden Abyss,2011,Shooter,PSV,Sony Computer Entertainment
Kirby's Return to Dreamland,2011,Platform,Wii,Nintendo
Go Vacation,2011,Misc,Wii,Namco Bandai Games
LEGO Pirates of the Caribbean: The Video Game,2011,Action,Wii,Disney Interactive Studios
Sonic Generations,2011,Platform,PS3,Sega
Rage,2011,Shooter,X360,Bethesda Softworks
Moshi Monsters: Moshling Zoo,2011,Misc,DS,Activision
Ni no Kuni: Wrath of the White Witch,2011,Role-Playing,PS3,Namco Bandai Games
LEGO Battles: Ninjago,2011,Strategy,DS,Warner Bros. Interactive Entertainment
Dead Space 2,2011,Shooter,X360,Electronic Arts
Football Manager 2012,2011,Sports,PC,Sega
Resistance 3,2011,Shooter,PS3,Sony Computer Entertainment
Homefront,2011,Shooter,X360,THQ
Anno 2070,2011,Strategy,PC,Ubisoft
Deus Ex: Human Revolution,2011,Shooter,PS3,Square Enix
Marvel vs. Capcom 3: Fate of Two Worlds,2011,Fighting,PS3,Capcom
Crysis 2,2011,Action,X360,Electronic Arts
The ICO & Shadow of the Colossus Collection,2011,Adventure,PS3,Sony Computer Entertainment
Cars 2,2011,Racing,DS,Disney Interactive Studios
WWE '12,2011,Fighting,X360,THQ
Tales of Xillia,2011,Role-Playing,PS3,Namco Bandai Games
F1 2011,2011,Racing,PS3,Codemasters
Super Street Fighter IV: 3D Edition,2011,Fighting,3DS,Capcom
Plants vs. Zombies,2011,Strategy,DS,Mastertronic
Your Shape: Fitness Evolved 2012,2011,Sports,X360,Ubisoft
Rocksmith,2011,Misc,PS3,Ubisoft
Omerta: City of Gangsters,2011,Simulation,PS3,Konami Digital Entertainment
Ratchet & Clank: All 4 One,2011,Platform,PS3,Sony Computer Entertainment
Fight Night Champion,2011,Fighting,PS3,Electronic Arts
Pokemon Rumble Blast,2011,Action,3DS,Nintendo
Dragon Age II,2011,Action,X360,Electronic Arts
DiRT 3,2011,Racing,PS3,Codemasters
Disney Universe,2011,Action,Wii,Disney Interactive Studios
Brink,2011,Shooter,X360,Bethesda Softworks
Kirby: Mass Attack,2011,Platform,DS,Nintendo
Rayman Origins,2011,Platform,PS3,Ubisoft
Bulletstorm,2011,Shooter,X360,Electronic Arts
NCAA Football 12,2011,Sports,X360,Electronic Arts
Driver: San Francisco,2011,Racing,PS3,Ubisoft
Monster High: Ghoul Spirit,2011,Misc,DS,THQ
The Witcher 2: Assassins of Kings,2011,Action,PC,Namco Bandai Games
PilotWings Resort,2011,Simulation,3DS,Nintendo
Wii Play: Motion,2011,Misc,Wii,Nintendo
The Tomb Raider Trilogy,2011,Action,PS3,Square Enix
Star Fox 64 3D,2011,Shooter,3DS,Nintendo
Wipeout: In The Zone,2011,Misc,X360,Activision
Dynasty Warriors 7,2011,Action,PS3,Tecmo Koei
SOCOM 4: U.S. Navy SEALs,2011,Shooter,PS3,Sony Computer Entertainment
Tiger Woods PGA Tour 12: The Masters,2011,Sports,PS3,Electronic Arts
Dissidia 012: Duodecim Final Fantasy,2011,Fighting,PSP,Square Enix
Duke Nukem Forever,2011,Shooter,X360,Take-Two Interactive
Tales of the Abyss,2011,Role-Playing,3DS,Namco Bandai Games
ABBA: You Can Dance,2011,Misc,Wii,Ubisoft
Goldeneye 007: Reloaded,2011,Shooter,PS3,Activision
PokePark 2: Wonders Beyond,2011,Action,Wii,Nintendo
UFC Personal Trainer: The Ultimate Fitness System,2011,Sports,X360,THQ
Ace Combat: Assault Horizon,2011,Action,PS3,Namco Bandai Games
Just Dance Wii,2011,Misc,Wii,Nintendo
Catherine,2011,Adventure,PS3,Deep Silver
Top Spin 4,2011,Sports,PS3,Take-Two Interactive
NHL 12,2011,Sports,X360,Electronic Arts
Lalaloopsy,2011,Simulation,DS,Activision
Need for Speed: Shift 2 Unleashed,2011,Racing,PS3,Electronic Arts
The Sims: Medieval,2011,Simulation,PC,Electronic Arts
The Last Story,2011,Role-Playing,Wii,Nintendo
Country Dance,2011,Misc,Wii,Funbox Media
RIFT,2011,Role-Playing,PC,Unknown
The Black Eyed Peas Experience,2011,Misc,Wii,Ubisoft
Rayman 3D,2011,Platform,3DS,Ubisoft
The Sims 3: Generations,2011,Simulation,PC,Electronic Arts
Warriors Orochi 3,2011,Action,PS3,Ubisoft Annecy
Dragon Ball Z: Ultimate Tenkaichi,2011,Fighting,PS3,Namco Bandai Games
Dragon Quest Monsters: Joker 2 Professional,2011,Role-Playing,DS,Square Enix
Cooking Mama 4: Kitchen Magic!,2011,Simulation,3DS,505 Games
Yakuza: Dead Souls,2011,Shooter,PS3,Sega
Hot Shots Golf: World Invitational,2011,Sports,PSV,Sony Computer Entertainment
Phineas and Ferb: Across the 2nd Dimension,2011,Action,Wii,Disney Interactive Studios
Alice: Madness Returns,2011,Adventure,PS3,Electronic Arts
Total War: Shogun 2,2011,Strategy,PC,Sega
Disgaea 4: A Promise Unforgotten,2011,Role-Playing,PS3,Nippon Ichi Software
MLB 11: The Show,2011,Sports,PS3,Sony Computer Entertainment
"Warhammer 40,000: Space Marine",2011,Shooter,X360,THQ
Final Fantasy IV: The Complete Collection,2011,Role-Playing,PSP,Square Enix
God of War: Origins Collection,2011,Action,PS3,Sony Computer Entertainment
MX vs. ATV: Alive,2011,Racing,X360,THQ
Two Worlds II,2011,Role-Playing,X360,Unknown
Kidou Senshi Gundam: Extreme VS,2011,Fighting,PS3,Namco Bandai Games
Inazuma Eleven GO,2011,Role-Playing,3DS,Nintendo
Sesame Street: Once Upon A Monster,2011,Misc,X360,Warner Bros. Interactive Entertainment
DC Universe Online,2011,Role-Playing,PS3,Sony Online Entertainment
Bleach: Soul Resurreccion,2011,Fighting,PS3,Nippon Ichi Software
